the_geom,OBJECTID_1,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp
POINT (-74.00401694278109 40.71335009970236),880,1,Manhattan,101,1,66,26,10,3502,General,9/15/2016,23 Chambers Street,23 Chambers Street,Centre Street,Centre Street & Elk Street,Manhattan,101,M22,Not Applicable,40.7134,-74.004,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.93781625043042 40.847800432127684),1741,1,Manhattan,112,10,72,31,13,3642,Senior Safety,8/1/2017,4180 Broadway,4180 Broadway,Broadway,W. 178th Street & W. 177th Street,Manhattan,112,Not Applicable,Not Applicable,40.8478,-73.9378,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95292050310734 40.6926778850018),726,3,Brooklyn,303,33,57,25,8,2130,Community Health Centers,9/10/2013,195 Sandford Street,195 Sandford Street,Sandford Street,Willoughby Avenue,Brooklyn,303,Not Applicable,Not Applicable,40.6927,-73.9529,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.02406596663346 40.633590222592),248,3,Brooklyn,310,43,64,22,11,2319,General,2/11/2014,7002 4th Avenue,7002 4th Avenue,4th Avenue,Ovington Avenue & 72nd Street,Brooklyn,310,Not Applicable,Not Applicable,40.6336,-74.0241,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00559414118827 40.70919130404137),854,1,Manhattan,101,1,65,26,10,1015,BID,7/9/2012,95 Fulton Street,,Fulton Street,Gold and William Streets,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7092,-74.0056,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.99202988060497 40.690563486842656),700,3,Brooklyn,302,33,52,26,7,987,BID,6/19/2012,106 Court Street,106 Court Street,Court Street,Livingston and Schermerhorn Streets,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6906,-73.992,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.92671481157323 40.66546610956267),2066,3,Brooklyn,317,41,55,20,9,2958,Municipal Facilities,1/9/2015,1090 East New York Avenue,1090 East New York Avenue,East New York Avenue,East 95th Street & East 96th Street,Brooklyn,308,B12,Not Applicable,40.6655,-73.9267,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.92066866791909 40.65282438911677),363,3,Brooklyn,317,45,58,21,9,3489,Bus Route,2/13/2017,6001 Church Avenue,6001 Church Avenue,Ralph Avenue & Remsen Avenue,Ralph Avenue,Brooklyn,317,B47,Not Applicable,40.6528,-73.9207,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.8625749634915 40.74953406636623),1946,4,Queens,404,21,39,13,14,1342,Plaza,6/1/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495,-73.8626,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-74.00067128175354 40.613769531621884),151,3,Brooklyn,311,43,49,22,10,2351,General,3/5/2014,7712 New Utrecht Avenue,7712 New Utrecht Avenue,New Utrecht Avenue,77th & 78th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6138,-74.0007,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.9761759160053 40.744597586973605),1103,1,Manhattan,106,2,73,28,12,1470,General,,617 Second Avenue,617 Second Avenue,Second Avenue,E33rd & E34th Street,Manhattan,106,M15,Not Applicable,40.7446,-73.9762,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.91012257911342 40.66984451753416),518,3,Brooklyn,316,41,55,20,8,1763,BID,2/21/2013,1707 Pitkin Avenue,1707 Pitkin Avenue,Pitkin Avenue,Rockaway Avenue & Thatford Avenue,Brooklyn,316,Not Applicable,Pitkin Avenue,40.6698,-73.9101,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.87767748941334 40.87191445321444),1832,2,Bronx,207,11,80,36,13,2345,General,2/24/2014,358 East 204th Street,358 East 204th Street,East 204th Street,Decatur Avenue & Hull Avenue,Bronx,207,Not Applicable,Not Applicable,40.8719,-73.8777,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95080014733915 40.66143414692681),422,3,Brooklyn,309,40,43,20,9,1745,General,4/8/2013,1082 Nostrand Avenue,1082 Nostrand Avenue,Nostrand Avenue,Maple Street & Lincoln Place,Brooklyn,309,Not Applicable,Not Applicable,40.6614,-73.9508,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.01328855305779 40.64579175659508),314,3,Brooklyn,307,38,51,20,7,1555,General,1/24/2013,5108 Fourth Avenue,,4th Avenue,51st Street & 52nd Street,Brooklyn,307,Not Applicable,Not Applicable,40.6458,-74.0133,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97541247831172 40.782224975934646),1381,1,Manhattan,107,6,67,29,10,1823,BID,12/3/2013,408 Columbus Avenue,408 Columbus Avenue,Columbus Avenue,W79th & W80th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.7822,-73.9754,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95350798382431 40.665632744235516),460,3,Brooklyn,309,35,43,20,9,860,General,9/13/2012,333 Montgomery Street,333 Montgomery Street,Montgomery Street,Rogers Avenue and Dearborn Court,Brooklyn,309,Not Applicable,Not Applicable,40.6656,-73.9535,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98936355549473 40.7418567375792),1064,1,Manhattan,105,3,75,28,12,2211,BID,12/4/2013,200 5th Avenue,200 5th Avenue,23rd Street,5th Avenue and 6th Avenue,Manhattan,105,Not Applicable,Flatiron/23rd Street Partnership,40.7419,-73.9894,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95339974942715 40.599085036259794),81,3,Brooklyn,315,48,41,19,9,3755,Senior Safety,7/6/2017,1802 Avenue U,1802 Avenue U,Avenue U,E 19th Street & E 18th Street,Brooklyn,315,Not Applicable,Not Applicable,40.5991,-73.9534,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 2.0
POINT (-73.86451243414515 40.72747781417453),966,4,Queens,406,29,28,16,6,2539,Municipal Facilities,6/17/2014,91-41 63rd Drive,91-41 63rd Drive,Austin Street,Austin Street and 63rd Avenue,Queens,406,Not Applicable,Not Applicable,40.7275,-73.8645,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.80767562304652 40.587960760918506),45,4,Queens,414,32,23,15,5,4232,Bus Route,2/5/2019,81-04 Rockaway Beach Blvd,81-04 Rockaway Beach Blvd,Rockaway Beach Blvd,Beach 84th street & Beach 81st street,Queens,414,Q53,Not Applicable,40.588,-73.8077,X,AREA OF MINIMAL FLOOD HAZARD,1,BACKLESS 1.0
POINT (-73.88656661433215 40.75553541579448),2007,4,Queens,403,25,34,13,14,1981,General,9/26/2013,80-15 Northern Boulevard,80-15 Northern Boulevard,Northern Boulevard,80th & 81st Street,Queens,403,Not Applicable,Not Applicable,40.7555,-73.8866,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.06640286107884 40.597997520542094),75,5,Staten Island,502,50,64,23,11,1666,Bus Route,12/21/2012,134 McClean Avenue,134 McClean Avenue,McClean Avenue,Conger Street & Hastings Street,Staten Island,502,S53,Not Applicable,40.598,-74.0664,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.91658332292896 40.676287767695655),575,3,Brooklyn,316,41,55,25,8,2960,Municipal Facilities,1/8/2015,2120 Atlantic Avenue,280 Saratoga Avenue,Saratoga Avenue,Atlantic Avenue & Pacific Street,Brooklyn,316,B7,Not Applicable,40.6763,-73.9166,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.82641516751738 40.83444655482483),1672,2,Bronx,210,13,82,34,14,1394,General,3/26/2013,2945 Bruckner Blvd,1104 Crosby Avenue,Crosby Avenue,Crosby Avenue & Edison Avenue,Bronx,210,BX8,Not Applicable,40.8344,-73.8264,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.95558723116997 40.62070704625329),195,3,Brooklyn,314,48,48,17,9,2390,Senior Center,3/5/2014,1690 Ocean Avenue,1690 Ocean Avenue,Ocean Avenue,Avenue L & Avenue M,Brooklyn,314,Not Applicable,Not Applicable,40.6207,-73.9556,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-74.01060290836791 40.714534824405746),900,1,Manhattan,101,1,66,26,10,1940,BID,7/31/2018,255 Greenwich Street,255 Greenwich Street,Murray Street,Greenwhich Street & West Broadway,Manhattan,101,Not Applicable,Alliance for Downtown New York,40.7145,-74.0106,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,BACKED 2.0
POINT (-73.87286087472884 40.74893626924621),1139,4,Queens,403,21,34,13,14,2493,General,6/10/2014,93-19 Roosevelt Avenue,93-19 Roosevelt Avenue,94th Street,93rd Street and 94th Street,Queens,403,Not Applicable,Not Applicable,40.7489,-73.8729,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.14145946153927 40.624546823701145),213,5,Staten Island,501,50,61,24,11,1676,Bus Route,1/29/2013,1600 Forest Avenue,1600 Forest Avenue,Forest Avenue,Crystal Avenue & Decker Avenue,Staten Island,501,S48,Not Applicable,40.6245,-74.1415,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.87254423235764 40.7185569122713),921,4,Queens,405,30,30,15,6,3174,General,4/13/2016,64-59 Dry Harbor Road,64-59 Dry Harbor Road,Dry Harbor Road,64th Road & Furmanville Avenue,Queens,405,Q29,Not Applicable,40.7186,-73.8725,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96720399423387 40.793730484895384),1449,1,Manhattan,107,7,69,30,10,2080,General,10/11/2013,808 Columbus Avenue,808 Columbus Avenue,97th Street,Amsterdam Avenue and Columbus Avenue,Manhattan,107,Not Applicable,Not Applicable,40.7937,-73.9672,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.88317837158424 40.65158654987556),350,3,Brooklyn,305,42,60,19,8,3603,General,5/20/2017,177 Vandalia Avenue,177 Vandalia Avenue,Vandalia Avenue,Ardsley Loop & Ardsley Loop,Brooklyn,305,B83,Not Applicable,40.6516,-73.8832,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.89042083033063 40.650988088777666),340,3,Brooklyn,318,42,60,19,8,4011,Bus Route,2/26/2018,11779 Flatlands Avenue,11779 Flatlands Avenue,Flatlands Avenue,Louisiana Avenue & Williams Avenue,Brooklyn,318,B82,Not Applicable,40.651,-73.8904,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.9893544213387 40.60637364750728),120,3,Brooklyn,311,44,47,22,10,1643,Senior Center,3/6/2013,7802 Bay Parkway,7802 Bay Parkway,Bay Parkway,78th & 79th Street,Brooklyn,311,Not Applicable,Not Applicable,40.6064,-73.9894,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-74.06728661582679 40.61584896467873),156,5,Staten Island,501,49,64,23,11,947,General,12/21/2012,1125 Bay Street,1125 Bay Street,Bay Street,St. Marys Avenue & Virginia Avenue,Staten Island,501,S51,Not Applicable,40.6158,-74.0673,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.94496488480998 40.82392526042723),1607,1,Manhattan,109,7,70,30,13,1639,Senior Center,3/14/2013,695 Saint Nicholas Avenue,695 Saint Nicholas Avenue,Saint Nicholas Avenue,West 144th Street & West 145th Street,Manhattan,109,Not Applicable,Not Applicable,40.8239,-73.945,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.91259747012194 40.63580655492983),265,3,Brooklyn,318,46,59,19,8,4159,Bus Route,9/13/2018,8020 Flatlands Avenue,8020 Flatlands Avenue,Flatlands Avenue,E 80th & E 81st Street,Brooklyn,318,B82,Not Applicable,40.6358,-73.9126,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.93344257192653 40.849105761917734),2237,1,Manhattan,112,10,72,31,13,71,SBS,9/10/2020,591 W 181st Street,591 W 181st Street,W 181st Street,St Nicholas Avenue and Audubon Avenue,Manhattan,12,BX03,,40.8491,-73.9334,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR
POINT (-73.91992400039148 40.84753520941449),1989,2,Bronx,205,14,77,29,15,1754,General,2/4/2014,1605 University Avenue,1605 University Avenue,University Avenue,W174th Street & W175th Street,Bronx,205,Not Applicable,Not Applicable,40.8475,-73.9199,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97675217936546 40.780475102593286),1370,1,Manhattan,107,6,67,29,10,1831,General,3/25/2013,100 West 77th Street,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.7805,-73.9768,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95252118179518 40.67676954141751),578,3,Brooklyn,308,36,57,25,9,2404,Senior Center,3/5/2014,19 Grant Square,1126 Dean Street,Bedford Avenue,Bergen Street & Dean Street,Brooklyn,308,Not Applicable,Not Applicable,40.6768,-73.9525,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9859715590229 40.68926074762819),682,3,Brooklyn,302,33,52,25,8,1891,Other,5/1/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6893,-73.986,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.91547612706154 40.84031729483216),1694,2,Bronx,204,16,77,29,15,2656,Municipal Facilities,8/7/2014,1425 Walton Avenue,1425 Walton Avenue,Walton Avenue,E 170th Street and E 171st Street,Bronx,204,Not Applicable,Not Applicable,40.8403,-73.9155,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94329237585035 40.70436705870083),812,3,Brooklyn,301,34,53,18,7,2052,Senior Center,7/31/2013,80 Seigel Street,80 Seigel Street,Seigel Street,Graham and Manhattan Avenues,Brooklyn,301,Not Applicable,Not Applicable,40.7044,-73.9433,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.96818332298118 40.67990115409694),601,3,Brooklyn,308,35,57,25,9,1865,BID,4/10/2013,556 Vanderbilt Avenue,556 Vanderbilt Avenue,Vanderbilt Avenue,Bergen Street and Dean Street,Brooklyn,308,B69,Vanderbilt Avenue,40.6799,-73.9682,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.92777544139864 40.86604977508187),1812,1,Manhattan,112,10,72,31,13,2373,General,4/18/2014,233 Dyckman Street,233 Dyckman Street,Dyckman Street,Broadway & Seaman Avenue,Manhattan,112,Not Applicable,Not Applicable,40.866,-73.9278,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.95010051764775 40.65502314917492),2081,3,Brooklyn,317,40,43,20,9,3051,Bus Route,8/4/2016,1300 Nostrand Avenue,1300 Nostrand Avenue,Nostrand Avenue,Lenox Road & Clarkson Avenue,Brooklyn,317,B44,Not Applicable,40.655,-73.9501,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.88033722455128 40.67637235586405),569,3,Brooklyn,305,37,54,18,8,2828,Municipal Facilities,1/2/2015,111 Berriman Street,111 Berriman Street,Berriman Street,Glenmore Avenue and Liberty Avenue,Brooklyn,305,Not Applicable,Not Applicable,40.6764,-73.8803,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.95842365427116 40.692640818864625),723,3,Brooklyn,303,33,57,25,8,2133,Community Health Centers,9/12/2013,300 Willoughby Avenue,300 Willoughby Avenue,Willoughby Avenue,Franklin and Kent Avenues,Brooklyn,303,Not Applicable,Not Applicable,40.6926,-73.9584,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.02974654916007 40.63366240629546),250,3,Brooklyn,310,43,64,22,11,1543,General,1/24/2013,7223 Ridge Blvd.,,Ridge Blvd,72nd & 73rd Street,Brooklyn,310,Not Applicable,Not Applicable,40.6337,-74.0297,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.95256557220759 40.64521475539143),311,3,Brooklyn,317,40,42,21,9,2284,General,12/16/2013,209 Veronica Place,209 Veronica Place,Veronica Place,Beverly Road & Tilden Avenue,Brooklyn,317,Not Applicable,Not Applicable,40.6452,-73.9526,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.85716465410276 40.83692792985454),2141,2,Bronx,209,18,87,32,14,4198,General,8/1/2018,1536 Unionport Road,1536 Unionport Road,Unionport Road,Starling Avenue & Metropolitan Oval,Bronx,209,BX22,Not Applicable,40.8369,-73.8572,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 2.0
POINT (-74.00852459443165 40.60541091629125),116,3,Brooklyn,311,43,47,22,11,3403,Bus Route,11/3/2016,1669 Bath Avenue,1669 Bath Avenue,Bath Avenue,17th Avenue & Bay 14th Street,Brooklyn,311,B64,Not Applicable,40.6054,-74.0085,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.97765557314123 40.72556926663563),2001,1,Manhattan,103,2,74,27,12,1938,General,7/23/2013,157 Avenue C,155-157 Avenue C,Avenue C,9th & 10th Street,Manhattan,103,Not Applicable,Not Applicable,40.7256,-73.9777,AE,,1,BACKED 1.0
POINT (-73.92369134674486 40.61054587270955),141,3,Brooklyn,318,46,59,22,8,145,Bus Route,4/21/2012,2424 Flatbush Avenue,2424 Flatbush Avenue,Utica Avenue,Avenue T and Avenue U,Brooklyn,318,B46,Not Applicable,40.6105,-73.9237,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.99174081400557 40.69118689080089),706,3,Brooklyn,302,33,52,26,7,986,BID,6/19/2012,88 Court Street,88 Court Street,Court Street,Livingston and Schermerhorn Streets,Brooklyn,302,B57,Court-Livingston-Schermerhorn,40.6912,-73.9917,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.93503211225432 40.69894209058554),766,3,Brooklyn,304,34,53,18,7,3653,Senior Center,4/29/2017,585 Bushwick Avenue,585 Bushwick Avenue,Bushwick Avenue,Melrose Street & Noll Street,Brooklyn,304,Not Applicable,Not Applicable,40.6989,-73.935,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.99502320134228 40.5739375719397),15,3,Brooklyn,313,47,46,23,8,1164,Senior Center,9/17/2012,2955 West 29th Street,2955 West 29th Street,West 29th Street,Surf and Mermaid Avenues,Brooklyn,313,Not Applicable,Not Applicable,40.5739,-73.995,AE,,1,BACKED 1.0
POINT (-73.95774656391181 40.76092473285535),1235,1,Manhattan,108,5,76,28,12,3961,Senior Safety,2/2/2018,500 E 63rd Street,1157 York Avenue,York Avenue,E 62ndStreet & E 63rd Street,Manhattan,108,Not Applicable,Not Applicable,40.7609,-73.9577,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKED 2.0
POINT (-73.9254750819088 40.76177653971793),1241,4,Queens,401,22,36,12,12,4138,Other,5/1/2018,3104 Broadway,3104 Broadway,31st Street,Broadway & 34th Avenue,Queens,401,Q102,Not Applicable,40.7618,-73.9255,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.88035324475436 40.75597644810421),1199,4,Queens,403,25,34,13,14,3813,Senior Safety,6/21/2017,87-10 Northern Boulevard,87-10 Northern Boulevard,Northern Boulevard,87th Street & 88th Street,Queens,403,Not Applicable,Not Applicable,40.756,-73.8804,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.8625749634915 40.74953406636623),1938,4,Queens,404,21,39,13,14,1342,Plaza,6/1/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495,-73.8626,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.91192826888171 40.83295403769099),1665,2,Bronx,204,16,77,32,15,3487,Municipal Facilities,6/29/2017,360 E 168th Street,360 E 168th Street,E 168th Street,Findlay Avenue & Teller Avenue,Bronx,204,Not Applicable,Not Applicable,40.833,-73.9119,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-74.00039630797764 40.727686638516694),976,1,Manhattan,102,3,66,26,10,4110,General,12/20/2018,169 Thompson Street,169 Thompson Street,Thompson Street,W Houston Street & Bleeker Street,Manhattan,102,Not Applicable,Not Applicable,40.7277,-74.0004,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.9525150928837 40.6519673428915),358,3,Brooklyn,317,40,43,20,9,3265,Municipal Facilities,6/9/2016,775 Rogers Avenue,775 Rogers Avenue,Rogers Avenue,Martense Street & Linden Boulevard,Brooklyn,317,Not Applicable,Not Applicable,40.652,-73.9525,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92087170925114 40.82687231172359),2198,2,Bronx,204,16,79,32,15,33,SBS,8/30/2017,900 Sheridan Avenue,900 Sheridan Ave,E 161st Street,Sherman Avenue & Sheridan Avenue,Bronx,16,BX06,,40.8269,-73.9209,X,AREA OF MINIMAL FLOOD HAZARD,,LEANING BAR
POINT (-74.07688691391662 40.64177780553675),296,5,Staten Island,501,49,61,23,11,2231,Community Health Centers,10/28/2013,5 Central Avenue,5 Central Avenue,Central Avenue,Hyatt Street and Slosson Terrace,Staten Island,501,S4252,Not Applicable,40.6418,-74.0769,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.93700356818782 40.819631463285845),1577,1,Manhattan,110,9,71,30,13,3370,Municipal Facilities,6/3/2016,669 Lenox Avenue,669 Lenox Avenue,Lenox Avenue,W 143rd Street & W 144th Street,Manhattan,110,Not Applicable,Not Applicable,40.8196,-73.937,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.94689350996146 40.82640226304847),1622,1,Manhattan,109,7,71,31,13,2117,Community Health Centers,8/16/2013,1750 Amsterdam Avenue,1750 Amsterdam Avenue,Amsterdam Avenue,West 146th and 147th Streets,Manhattan,109,Not Applicable,Not Applicable,40.8264,-73.9469,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94703794625704 40.632394575824634),240,3,Brooklyn,314,45,42,21,9,2221,Bus Route,10/31/2013,1577 Flatbush Avenue,1577 Flatbush Avenue,Flatbush Avenue,Nostrand Avenue & E 31st Street,Brooklyn,314,B103,Not Applicable,40.6324,-73.947,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 2.0
POINT (-73.86718911191717 40.66904728043371),503,3,Brooklyn,305,42,60,19,8,2829,Municipal Facilities,1/2/2015,2635 Linden Boulevard,2635 Linden Boulevard,Linden Boulevard,Hemlock Street and Autmn Street,Brooklyn,305,Not Applicable,Not Applicable,40.669,-73.8672,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKED 1.0
POINT (-73.91318879839537 40.669249997563085),1986,3,Brooklyn,316,41,55,20,9,1714,BID,2/22/2013,1628 Pitkin Avenue,1626 & 1628 Pitkin Avenue,Pitkin Avenue,Thomas Boyland & Bristol Street,Brooklyn,316,B14,Pitkin Avenue,40.6693,-73.9132,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.95559008638841 40.6222311250551),204,3,Brooklyn,314,45,48,17,9,3339,General,7/5/2016,1625 Ocean Avenue,1625 Ocean Avenue,Ocean Avenue,Avenue L & Avenue K,Brooklyn,314,Not Applicable,Not Applicable,40.6222,-73.9556,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-74.13798728598672 40.60313130598869),107,5,Staten Island,502,50,63,24,11,2684,Municipal Facilities,8/11/2014,1060 Willowbrook Road,1060 Willowbrook Road,Willowbrook Road,Sheraden Avenue & Ardmore Avenue,Staten Island,502,Not Applicable,Not Applicable,40.6031,-74.138,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
